order_id,channel,customer_id,location_id,status,total,placed_at,location_name,state,person_type,legal_name,order_item_id,product_variant_id,quantity,unit_price,line_total,product_id,cost_price,product_name,brand_id,category_id,brand_name,category_name,data,ano,ano_mes,dia_semana
8563,pos,1476,4,True,52155.12,2024-06-08,Armazém Novaes,PI,PJ,Alves Eireli,25852,663,5,2491.36,12456.8,324,1660.91,Colete Salva-Vidas 5603,10,6,Maxsea,Velas,2024-06-08,2024,2024-06,Sábado
8563,pos,1476,4,True,52155.12,2024-06-08,Armazém Novaes,PI,PJ,Alves Eireli,25853,320,3,2487.22,7461.66,159,1256.17,Gps Plotter 2508,1,5,Yamaha Marine,Eletrônica Náutica,2024-06-08,2024,2024-06,Sábado
8563,pos,1476,4,True,52155.12,2024-06-08,Armazém Novaes,PI,PJ,Alves Eireli,25854,368,10,2939.24,29392.4,181,1959.49,Bateria Náutica 7848,3,11,Suzuki Marine,Pintura Marítima,2024-06-08,2024,2024-06,Sábado
8564,ecommerce,673,3,True,6208.68,2026-07-26,Armazém Siqueira,AP,PF,Srta. Evelyn Garcia,25855,727,3,1343.06,4029.18,357,664.88,Nao Informado,9,7,Volvo Penta,Âncoras,2026-07-26,2026,2026-07,Domingo
8564,ecommerce,673,3,True,6208.68,2026-07-26,Armazém Siqueira,AP,PF,Srta. Evelyn Garcia,25856,234,2,1089.75,2179.5,115,637.28,Bateria Náutica 8635,6,11,Raymarine,Pintura Marítima,2026-07-26,2026,2026-07,Domingo
8565,ecommerce,874,4,True,33147.61,2023-03-31,Armazém Novaes,PI,PF,Samuel Rios,25857,47,5,3896.09,19480.45,24,1882.17,Colete Salva-Vidas 3398,10,5,Maxsea,Eletrônica Náutica,2023-03-31,2023,2023-03,Sexta-Feira
8565,ecommerce,874,4,True,33147.61,2023-03-31,Armazém Novaes,PI,PF,Samuel Rios,25859,456,5,1303.68,6518.4,227,635.94,Colete Salva-Vidas 3392,3,3,Suzuki Marine,Coletes Salva-Vidas,2023-03-31,2023,2023-03,Sexta-Feira
8568,ecommerce,1574,5,True,61726.94,2024-02-24,Loja Oliveira,AL,PF,Ryan Carvalho,25869,112,5,549.47,2747.35,58,284.7,Sonar Transducer 3832,9,1,Volvo Penta,Equipamentos,2024-02-24,2024,2024-02,Sábado
8568,ecommerce,1574,5,True,61726.94,2024-02-24,Loja Oliveira,AL,PF,Ryan Carvalho,25870,613,7,3651.21,25558.47,300,1763.87,Gps Plotter 7543,5,2,Garmin,Cabos,2024-02-24,2024,2024-02,Sábado
8568,ecommerce,1574,5,True,61726.94,2024-02-24,Loja Oliveira,AL,PF,Ryan Carvalho,25871,230,6,1744.87,10469.22,114,953.48,Tinta Antifouling 3228,3,4,Suzuki Marine,Motores,2024-02-24,2024,2024-02,Sábado
8568,ecommerce,1574,5,True,61726.94,2024-02-24,Loja Oliveira,AL,PF,Ryan Carvalho,25873,120,10,1677.29,16772.9,62,864.58,Defensa Náutica 3549,12,1,Marisul,Equipamentos,2024-02-24,2024,2024-02,Sábado
8569,ecommerce,832,1,True,7033.46,2026-11-13,Loja Leão,PR,PF,Stella Rios,25874,860,1,1771.14,1771.14,426,1157.61,Motor De Popa 1296,2,13,Mercury Marine,Segurança,2026-11-13,2026,2026-11,Sexta-Feira
8569,ecommerce,832,1,True,7033.46,2026-11-13,Loja Leão,PR,PF,Stella Rios,25875,461,4,1315.58,5262.32,229,681.65,Bateria Náutica 5653,5,4,Garmin,Motores,2026-11-13,2026,2026-11,Sexta-Feira
8570,ecommerce,437,6,True,43200.66,2023-02-02,Loja Mendonça,PI,PF,Luiz Otávio Lopes,25877,819,9,2643.99,23795.91,406,1218.43,Motor De Popa 6404,8,13,Simrad,Segurança,2023-02-02,2023,2023-02,Quinta-Feira
8572,ecommerce,1132,1,True,25253.41,2022-01-20,Loja Leão,PR,PF,Ana Liz Da Conceição,25881,617,6,1506.58,9039.48,302,1011.13,Gps Plotter 9135,9,7,Volvo Penta,Âncoras,2022-01-20,2022,2022-01,Quinta-Feira
8572,ecommerce,1132,1,True,25253.41,2022-01-20,Loja Leão,PR,PF,Ana Liz Da Conceição,25882,123,3,2205.88,6617.64,63,1260.5,Colete Salva-Vidas 4753,1,11,Yamaha Marine,Pintura Marítima,2022-01-20,2022,2022-01,Quinta-Feira
8572,ecommerce,1132,1,True,25253.41,2022-01-20,Loja Leão,PR,PF,Ana Liz Da Conceição,25883,203,6,1640.39,9842.34,99,781.14,Âncora Bruce 2417,1,5,Yamaha Marine,Eletrônica Náutica,2022-01-20,2022,2022-01,Quinta-Feira
8572,ecommerce,1132,1,True,25253.41,2022-01-20,Loja Leão,PR,PF,Ana Liz Da Conceição,25884,621,2,541.54,1083.08,303,370.92,Bússola De Bordo 7024,6,2,Raymarine,Cabos,2022-01-20,2022,2022-01,Quinta-Feira
8573,ecommerce,565,2,True,37015.06,2023-01-22,Armazém Camargo,PR,PF,Sra. Olívia Rios,25885,687,9,1168.61,10517.49,337,758.84,Cabo Náutico 9048,7,6,Lowrance,Velas,2023-01-22,2023,2023-01,Domingo
8573,ecommerce,565,2,True,37015.06,2023-01-22,Armazém Camargo,PR,PF,Sra. Olívia Rios,25886,739,5,1621.91,8109.55,363,1134.2,Motor De Popa 1279,11,3,Br Náutica,Coletes Salva-Vidas,2023-01-22,2023,2023-01,Domingo
8573,ecommerce,565,2,True,37015.06,2023-01-22,Armazém Camargo,PR,PF,Sra. Olívia Rios,25887,447,10,2117.41,21174.1,222,1182.91,Gps Plotter 4088,5,12,Garmin,Manutenção,2023-01-22,2023,2023-01,Domingo
8574,ecommerce,231,1,True,17221.01,2022-09-05,Loja Leão,PR,PF,Bella Moraes,25888,109,8,824.56,6596.48,57,425.03,Vela Mestra 6445,11,1,Br Náutica,Equipamentos,2022-09-05,2022,2022-09,Segunda-Feira
8574,ecommerce,231,1,True,17221.01,2022-09-05,Loja Leão,PR,PF,Bella Moraes,25889,336,3,3541.51,10624.53,167,1935.25,Gps Plotter 2659,5,5,Garmin,Eletrônica Náutica,2022-09-05,2022,2022-09,Segunda-Feira
8575,ecommerce,21,3,True,28437.02,2024-10-31,Armazém Siqueira,AP,PF,Ana Carolina Freitas,25890,335,10,1034.23,10342.3,167,754.91,Gps Plotter 2659,5,5,Garmin,Eletrônica Náutica,2024-10-31,2024,2024-10,Quinta-Feira
8575,ecommerce,21,3,True,28437.02,2024-10-31,Armazém Siqueira,AP,PF,Ana Carolina Freitas,25891,295,8,2261.84,18094.72,147,1235.98,Motor De Popa 1923,7,10,Lowrance,Iluminação,2024-10-31,2024,2024-10,Quinta-Feira
8576,ecommerce,845,3,True,40097.64,2024-09-05,Armazém Siqueira,AP,PJ,Da Conceição S.A.,25892,32,6,939.09,5634.54,16,661.33,Hélice De Alumínio 8340,3,1,Suzuki Marine,Equipamentos,2024-09-05,2024,2024-09,Quinta-Feira
8576,ecommerce,845,3,True,40097.64,2024-09-05,Armazém Siqueira,AP,PJ,Da Conceição S.A.,25893,644,8,2127.27,17018.16,314,1372.43,Tinta Antifouling 2982,5,12,Garmin,Manutenção,2024-09-05,2024,2024-09,Quinta-Feira
8576,ecommerce,845,3,True,40097.64,2024-09-05,Armazém Siqueira,AP,PJ,Da Conceição S.A.,25894,737,6,2907.49,17444.94,362,1875.8,Âncora Bruce 3524,7,12,Lowrance,Manutenção,2024-09-05,2024,2024-09,Quinta-Feira
8577,pos,1141,5,True,27349.95,2026-04-16,Loja Oliveira,AL,PF,Eloá Freitas,25895,257,7,69.33,485.31,128,41.27,Cabo Náutico 7174,6,8,Raymarine,Hélices,2026-04-16,2026,2026-04,Quinta-Feira
8577,pos,1141,5,True,27349.95,2026-04-16,Loja Oliveira,AL,PF,Eloá Freitas,25896,415,4,2846.54,11386.16,205,1375.14,Cabo Náutico 6267,7,8,Lowrance,Hélices,2026-04-16,2026,2026-04,Quinta-Feira
8577,pos,1141,5,True,27349.95,2026-04-16,Loja Oliveira,AL,PF,Eloá Freitas,25897,467,7,718.42,5028.94,232,415.27,Hélice De Alumínio 5784,6,3,Raymarine,Coletes Salva-Vidas,2026-04-16,2026,2026-04,Quinta-Feira
8577,pos,1141,5,True,27349.95,2026-04-16,Loja Oliveira,AL,PF,Eloá Freitas,25898,247,3,3483.18,10449.54,123,1893.03,Bateria Náutica 6577,6,13,Raymarine,Segurança,2026-04-16,2026,2026-04,Quinta-Feira
8579,ecommerce,1853,1,True,25267.45,2024-04-23,Loja Leão,PR,PJ,Peixoto S.A.,25901,279,1,3511.63,3511.63,140,1664.28,Bússola De Bordo 5528,11,7,Br Náutica,Âncoras,2024-04-23,2024,2024-04,Terça-Feira
8579,ecommerce,1853,1,True,25267.45,2024-04-23,Loja Leão,PR,PJ,Peixoto S.A.,25902,328,7,2492.1,17444.7,162,1557.56,Bateria Náutica 2654,3,4,Suzuki Marine,Motores,2024-04-23,2024,2024-04,Terça-Feira
8582,pos,1330,3,True,46746.02,2025-10-13,Armazém Siqueira,AP,PF,Srta. Ana Lívia Oliveira,25911,642,9,2706.27,24356.43,313,1919.34,Colete Salva-Vidas 3456,1,6,Yamaha Marine,Velas,2025-10-13,2025,2025-10,Segunda-Feira
8582,pos,1330,3,True,46746.02,2025-10-13,Armazém Siqueira,AP,PF,Srta. Ana Lívia Oliveira,25912,5,6,1425.34,8552.04,2,662.95,Vela Mestra 3870,10,13,Maxsea,Segurança,2025-10-13,2025,2025-10,Segunda-Feira
8583,ecommerce,1579,6,True,46390.97,2026-01-14,Loja Mendonça,PI,PJ,Campos Ltda,25913,275,3,2249.39,6748.17,138,1159.48,Cabo Náutico 3217,8,2,Simrad,Cabos,2026-01-14,2026,2026-01,Quarta-Feira
8583,ecommerce,1579,6,True,46390.97,2026-01-14,Loja Mendonça,PI,PJ,Campos Ltda,25914,72,3,3194.59,9583.77,37,1506.88,Âncora Bruce 3597,11,13,Br Náutica,Segurança,2026-01-14,2026,2026-01,Quarta-Feira
8583,ecommerce,1579,6,True,46390.97,2026-01-14,Loja Mendonça,PI,PJ,Campos Ltda,25915,993,8,2476.49,19811.92,492,1179.28,Bateria Náutica 4361,5,11,Garmin,Pintura Marítima,2026-01-14,2026,2026-01,Quarta-Feira
8583,ecommerce,1579,6,True,46390.97,2026-01-14,Loja Mendonça,PI,PJ,Campos Ltda,25916,720,5,3314.63,16573.15,352,1534.55,Âncora Bruce 7571,9,1,Volvo Penta,Equipamentos,2026-01-14,2026,2026-01,Quarta-Feira
8584,ecommerce,1420,5,True,2646.56,2023-12-01,Loja Oliveira,AL,PF,João Guilherme Cunha,25917,304,1,2646.56,2646.56,152,1512.32,Caboo Náutico 4942,7,4,Lowrance,Motores,2023-12-01,2023,2023-12,Sexta-Feira
8585,ecommerce,886,5,True,1483.18,2020-02-26,Loja Oliveira,AL,PJ,Fogaça S.A.,25918,670,1,1483.18,1483.18,328,982.24,Vela Mestra 8368,10,5,Maxsea,Eletrônica Náutica,2020-02-26,2020,2020-02,Quarta-Feira
8587,ecommerce,684,6,True,4597.56,2026-06-14,Loja Mendonça,PI,PF,Bianca Farias,25924,583,3,1532.52,4597.56,286,928.8,Bússola De Bordo 7461,5,5,Garmin,Eletrônica Náutica,2026-06-14,2026,2026-06,Domingo
8588,ecommerce,1280,3,True,43402.71,2023-01-25,Armazém Siqueira,AP,PJ,Duarte S.A.,25925,697,5,2643.33,13216.65,341,1762.22,Vela Mestra 7122,1,12,Yamaha Marine,Manutenção,2023-01-25,2023,2023-01,Quarta-Feira
8588,ecommerce,1280,3,True,43402.71,2023-01-25,Armazém Siqueira,AP,PJ,Duarte S.A.,25926,732,2,1274.13,2548.26,360,972.62,Bateria Náutica 2558,6,7,Raymarine,Âncoras,2023-01-25,2023,2023-01,Quarta-Feira
8588,ecommerce,1280,3,True,43402.71,2023-01-25,Armazém Siqueira,AP,PJ,Duarte S.A.,25927,401,10,2763.78,27637.8,198,1695.57,Hélice De Alumínio 8067,7,1,Lowrance,Equipamentos,2023-01-25,2023,2023-01,Quarta-Feira
8590,pos,1,5,True,25061.9,2026-11-05,Loja Oliveira,AL,PJ,Alves E Filhos S.A.,25931,927,10,2506.19,25061.9,459,1362.06,Vela Mestra 9743,8,7,Simrad,Âncoras,2026-11-05,2026,2026-11,Quinta-Feira
8591,ecommerce,682,5,True,18371.25,2020-12-11,Loja Oliveira,AL,PF,Amanda Vargas,25932,231,4,2803.89,11215.56,114,1832.61,Tinta Antifouling 3228,3,4,Suzuki Marine,Motores,2020-12-11,2020,2020-12,Sexta-Feira
8591,ecommerce,682,5,True,18371.25,2020-12-11,Loja Oliveira,AL,PF,Amanda Vargas,25933,287,2,996.89,1993.78,144,493.51,Vela Mestra 7171,11,11,Br Náutica,Pintura Marítima,2020-12-11,2020,2020-12,Sexta-Feira
8591,ecommerce,682,5,True,18371.25,2020-12-11,Loja Oliveira,AL,PF,Amanda Vargas,25934,99,3,1078.27,3234.81,52,764.73,Bateria Náutica 8532,6,11,Raymarine,Pintura Marítima,2020-12-11,2020,2020-12,Sexta-Feira
8591,ecommerce,682,5,True,18371.25,2020-12-11,Loja Oliveira,AL,PF,Amanda Vargas,25935,500,2,1654.94,3309.88,247,924.55,Defensa Náutica 7459,8,8,Simrad,Hélices,2020-12-11,2020,2020-12,Sexta-Feira
8592,ecommerce,343,4,True,18999.36,2023-04-09,Armazém Novaes,PI,PJ,Porto Eireli,25936,4,9,2111.04,18999.36,2,1486.65,Vela Mestra 3870,10,13,Maxsea,Segurança,2023-04-09,2023,2023-04,Domingo
8594,ecommerce,893,2,True,2604.27,2020-02-22,Armazém Camargo,PR,PF,Matheus Sá,25940,750,3,868.09,2604.27,369,476.97,Hélice De Alumínio 393,9,3,Volvo Penta,Coletes Salva-Vidas,2020-02-22,2020,2020-02,Sábado
8600,ecommerce,1437,2,True,12322.0,2023-04-21,Armazém Camargo,PR,PF,Emanuella Leão,25953,969,10,1232.2,12322.0,479,565.23,Motor De Popa 9417,12,10,Marisul,Iluminação,2023-04-21,2023,2023-04,Sexta-Feira
8601,ecommerce,926,1,True,28906.23,2026-02-21,Loja Leão,PR,PF,Caio Da Luz,25954,348,6,2160.77,12964.62,173,1028.94,Bateria Náutica 2569,4,8,Honda Marine,Hélices,2026-02-21,2026,2026-02,Sábado
8601,ecommerce,926,1,True,28906.23,2026-02-21,Loja Leão,PR,PF,Caio Da Luz,25955,186,9,1771.29,15941.61,91,1000.73,Hélice De Alumínio 8603,4,3,Honda Marine,Coletes Salva-Vidas,2026-02-21,2026,2026-02,Sábado
8602,ecommerce,398,1,True,18500.14,2022-01-06,Loja Leão,PR,PJ,Martins - Me,25956,137,10,1038.34,10383.4,70,726.11,Motor De Popa 1845,3,1,Suzuki Marine,Equipamentos,2022-01-06,2022,2022-01,Quinta-Feira
8603,pos,194,4,True,26849.13,2024-02-07,Armazém Novaes,PI,PJ,Martins S/A Eireli,25959,946,9,2963.37,26670.33,468,1576.26,Tinta Antifouling 6054,10,12,Maxsea,Manutenção,2024-02-07,2024,2024-02,Quarta-Feira
8603,pos,194,4,True,26849.13,2024-02-07,Armazém Novaes,PI,PJ,Martins S/A Eireli,25960,520,10,71.33,713.3,256,50.95,Tinta Antifouling 866,4,10,Honda Marine,Iluminação,2024-02-07,2024,2024-02,Quarta-Feira
8606,ecommerce,1970,3,True,10590.7,2022-02-21,Armazém Siqueira,AP,PJ,Moreira Me,25967,1009,5,2118.14,10590.7,500,1114.81,Motor De Popa 7932,1,4,Yamaha Marine,Motores,2022-02-21,2022,2022-02,Segunda-Feira
8607,ecommerce,324,1,True,21966.12,2020-03-11,Loja Leão,PR,PF,Mateus Aragão,25968,226,6,1724.28,10345.68,111,801.99,Sonar Transducer 5950,6,12,Raymarine,Manutenção,2020-03-11,2020,2020-03,Quarta-Feira
8607,ecommerce,324,1,True,21966.12,2020-03-11,Loja Leão,PR,PF,Mateus Aragão,25969,359,1,2446.29,2446.29,177,1867.4,Gps Plotter 8413,9,7,Volvo Penta,Âncoras,2020-03-11,2020,2020-03,Quarta-Feira
8607,ecommerce,324,1,True,21966.12,2020-03-11,Loja Leão,PR,PF,Mateus Aragão,25970,455,5,1834.83,9174.15,227,1231.43,Colete Salva-Vidas 3392,3,3,Suzuki Marine,Coletes Salva-Vidas,2020-03-11,2020,2020-03,Quarta-Feira
8611,ecommerce,513,2,True,39382.9,2026-12-19,Armazém Camargo,PR,PF,Bento Cardoso,25979,696,3,2868.84,8606.52,341,1687.55,Vela Mestra 7122,1,12,Yamaha Marine,Manutenção,2026-12-19,2026,2026-12,Sábado
8611,ecommerce,513,2,True,39382.9,2026-12-19,Armazém Camargo,PR,PF,Bento Cardoso,25980,829,10,2736.28,27362.8,410,1328.29,Vela Mestra 207,12,8,Marisul,Hélices,2026-12-19,2026,2026-12,Sábado
8611,ecommerce,513,2,True,39382.9,2026-12-19,Armazém Camargo,PR,PF,Bento Cardoso,25981,938,6,568.93,3413.58,465,301.02,Defensa Náutica 792,4,5,Honda Marine,Eletrônica Náutica,2026-12-19,2026,2026-12,Sábado
8612,pos,14,4,True,41684.12,2025-01-11,Armazém Novaes,PI,PJ,Martins Me,25982,386,4,1069.38,4277.52,191,763.84,Bússola De Bordo 8959,4,9,Honda Marine,Acessórios De Convés,2025-01-11,2025,2025-01,Sábado
8612,pos,14,4,True,41684.12,2025-01-11,Armazém Novaes,PI,PJ,Martins Me,25983,875,6,951.05,5706.3,433,556.17,Colete Salva-Vidas 2045,1,8,Yamaha Marine,Hélices,2025-01-11,2025,2025-01,Sábado
8612,pos,14,4,True,41684.12,2025-01-11,Armazém Novaes,PI,PJ,Martins Me,25984,880,6,1251.47,7508.82,436,595.94,Bateria Náutica 6370,10,6,Maxsea,Velas,2025-01-11,2025,2025-01,Sábado
8612,pos,14,4,True,41684.12,2025-01-11,Armazém Novaes,PI,PJ,Martins Me,25985,427,8,3734.46,29875.68,212,1924.98,Sonar Transducer 594,8,2,Simrad,Cabos,2025-01-11,2025,2025-01,Sábado
8613,ecommerce,1724,2,True,62318.9,2025-08-10,Armazém Camargo,PR,PJ,Gomes Duarte - Me,25986,623,6,1848.51,11091.06,304,993.82,Hélice De Alumínio 7333,8,3,Simrad,Coletes Salva-Vidas,2025-08-10,2025,2025-08,Domingo
8613,ecommerce,1724,2,True,62318.9,2025-08-10,Armazém Camargo,PR,PJ,Gomes Duarte - Me,25987,92,3,2084.19,6252.57,48,1021.66,Bússola De Bordo 6684,8,4,Simrad,Motores,2025-08-10,2025,2025-08,Domingo
8613,ecommerce,1724,2,True,62318.9,2025-08-10,Armazém Camargo,PR,PJ,Gomes Duarte - Me,25988,302,8,2557.48,20459.84,151,1588.5,Hélice De Alumínio 7225,2,8,Mercury Marine,Hélices,2025-08-10,2025,2025-08,Domingo
8613,ecommerce,1724,2,True,62318.9,2025-08-10,Armazém Camargo,PR,PJ,Gomes Duarte - Me,25989,755,9,2481.91,22337.19,372,1909.16,Vela Mestra 500,9,13,Volvo Penta,Segurança,2025-08-10,2025,2025-08,Domingo
8613,ecommerce,1724,2,True,62318.9,2025-08-10,Armazém Camargo,PR,PJ,Gomes Duarte - Me,25990,132,2,1089.12,2178.24,67,745.97,Sonar Transducer 3474,9,12,Volvo Penta,Manutenção,2025-08-10,2025,2025-08,Domingo
8615,ecommerce,1163,4,True,28270.08,2020-06-03,Armazém Novaes,PI,PJ,Garcia Albuquerque Ltda.,25996,1004,8,3533.76,28270.08,498,1985.26,Gps Plotter 7720,12,14,Marisul,Pesca,2020-06-03,2020,2020-06,Quarta-Feira
8618,ecommerce,1966,1,True,36367.4,2024-09-07,Loja Leão,PR,PJ,Lopes Me,26007,527,10,1140.17,11401.7,259,844.57,Bússola De Bordo 5451,2,14,Mercury Marine,Pesca,2024-09-07,2024,2024-09,Sábado
8618,ecommerce,1966,1,True,36367.4,2024-09-07,Loja Leão,PR,PJ,Lopes Me,26009,716,1,715.35,715.35,351,480.1,Gps Plotter 845,8,14,Simrad,Pesca,2024-09-07,2024,2024-09,Sábado
8618,ecommerce,1966,1,True,36367.4,2024-09-07,Loja Leão,PR,PJ,Lopes Me,26010,634,9,2123.91,19115.19,310,1352.81,Vela Mestra 8489,6,4,Raymarine,Motores,2024-09-07,2024,2024-09,Sábado
8618,ecommerce,1966,1,True,36367.4,2024-09-07,Loja Leão,PR,PJ,Lopes Me,26011,172,4,439.93,1759.72,84,257.27,Defensa Náutica 656,7,14,Lowrance,Pesca,2024-09-07,2024,2024-09,Sábado
8620,pos,1759,2,True,27783.88,2024-05-16,Armazém Camargo,PR,PJ,Cunha - Ei Me,26016,32,7,939.09,6573.63,16,661.33,Hélice De Alumínio 8340,3,1,Suzuki Marine,Equipamentos,2024-05-16,2024,2024-05,Quinta-Feira
8620,pos,1759,2,True,27783.88,2024-05-16,Armazém Camargo,PR,PJ,Cunha - Ei Me,26017,368,4,2939.24,11756.96,181,1959.49,Bateria Náutica 7848,3,11,Suzuki Marine,Pintura Marítima,2024-05-16,2024,2024-05,Quinta-Feira
8620,pos,1759,2,True,27783.88,2024-05-16,Armazém Camargo,PR,PJ,Cunha - Ei Me,26018,895,5,2440.23,12201.15,442,1807.58,Motor De Popa 8825,2,10,Mercury Marine,Iluminação,2024-05-16,2024,2024-05,Quinta-Feira
8621,pos,1991,4,True,37752.3,2021-01-05,Armazém Novaes,PI,PJ,Viana S.A.,26019,436,6,2668.95,16013.7,217,1253.03,Bateria Náutica 5611,7,9,Lowrance,Acessórios De Convés,2021-01-05,2021,2021-01,Terça-Feira
8621,pos,1991,4,True,37752.3,2021-01-05,Armazém Novaes,PI,PJ,Viana S.A.,26020,233,9,2415.4,21738.6,115,1219.9,Bateria Náutica 8635,6,11,Raymarine,Pintura Marítima,2021-01-05,2021,2021-01,Terça-Feira
8622,ecommerce,773,1,True,21391.46,2022-09-07,Loja Leão,PR,PF,Luiz Felipe Marques,26021,274,4,1636.39,6545.56,137,1212.14,Motor De Popa 8544,11,10,Br Náutica,Iluminação,2022-09-07,2022,2022-09,Quarta-Feira
8622,ecommerce,773,1,True,21391.46,2022-09-07,Loja Leão,PR,PF,Luiz Felipe Marques,26022,191,7,518.09,3626.63,93,325.84,Bússola De Bordo 2692,11,6,Br Náutica,Velas,2022-09-07,2022,2022-09,Quarta-Feira
8622,ecommerce,773,1,True,21391.46,2022-09-07,Loja Leão,PR,PF,Luiz Felipe Marques,26023,307,5,984.7,4923.5,153,453.78,Motor De Popa 9201,12,2,Marisul,Cabos,2022-09-07,2022,2022-09,Quarta-Feira
8622,ecommerce,773,1,True,21391.46,2022-09-07,Loja Leão,PR,PF,Luiz Felipe Marques,26024,771,9,699.53,6295.77,379,362.45,Bateria Náutica 3343,1,6,Yamaha Marine,Velas,2022-09-07,2022,2022-09,Quarta-Feira
8623,pos,1074,5,True,20402.46,2025-01-05,Loja Oliveira,AL,PF,Camila Sampaio,26026,782,2,1205.82,2411.64,384,726.4,Bateria Náutica 684,11,8,Br Náutica,Hélices,2025-01-05,2025,2025-01,Domingo
8623,pos,1074,5,True,20402.46,2025-01-05,Loja Oliveira,AL,PF,Camila Sampaio,26027,825,3,1742.58,5227.74,408,1290.8,Sonar Transducer 7193,8,5,Simrad,Eletrônica Náutica,2025-01-05,2025,2025-01,Domingo
8624,ecommerce,1966,1,True,6791.3,2023-06-14,Loja Leão,PR,PJ,Lopes Me,26028,515,6,1166.89,7001.34,255,627.36,Sonar Transducer 5593,12,14,Marisul,Pesca,2023-06-14,2023,2023-06,Quarta-Feira
8628,ecommerce,598,6,True,22069.01,2025-08-12,Loja Mendonça,PI,PJ,Da Mata Ltda.,26037,322,3,3581.44,10744.32,160,1884.97,Tinta Antifouling 901,9,11,Volvo Penta,Pintura Marítima,2025-08-12,2025,2025-08,Terça-Feira
8628,ecommerce,598,6,True,22069.01,2025-08-12,Loja Mendonça,PI,PJ,Da Mata Ltda.,26038,380,3,1042.47,3127.41,188,566.56,Sonar Transducer 9366,5,13,Garmin,Segurança,2025-08-12,2025,2025-08,Terça-Feira
8628,ecommerce,598,6,True,22069.01,2025-08-12,Loja Mendonça,PI,PJ,Da Mata Ltda.,26039,939,1,1430.53,1430.53,465,1014.56,Defensa Náutica 792,4,5,Honda Marine,Eletrônica Náutica,2025-08-12,2025,2025-08,Terça-Feira
8628,ecommerce,598,6,True,22069.01,2025-08-12,Loja Mendonça,PI,PJ,Da Mata Ltda.,26040,865,6,1629.36,9776.16,429,764.96,Gps Plotter 3591,4,10,Honda Marine,Iluminação,2025-08-12,2025,2025-08,Terça-Feira
8630,pos,235,6,True,53494.01,2025-11-10,Loja Mendonça,PI,PF,Maria Liz Marques,26043,368,9,2939.24,26453.16,181,1959.49,Bateria Náutica 7848,3,11,Suzuki Marine,Pintura Marítima,2025-11-10,2025,2025-11,Segunda-Feira
8630,pos,235,6,True,53494.01,2025-11-10,Loja Mendonça,PI,PF,Maria Liz Marques,26044,979,1,2115.76,2115.76,484,1107.73,Hélice De Alumínio 6668,4,12,Honda Marine,Manutenção,2025-11-10,2025,2025-11,Segunda-Feira
8630,pos,235,6,True,53494.01,2025-11-10,Loja Mendonça,PI,PF,Maria Liz Marques,26045,180,10,2601.68,26016.8,88,1461.62,Tinta Antifouling 6853,3,8,Suzuki Marine,Hélices,2025-11-10,2025,2025-11,Segunda-Feira
8632,ecommerce,988,6,True,24493.78,2026-02-13,Loja Mendonça,PI,PJ,Campos Me,26048,551,8,2758.75,22070.0,271,1724.22,Tinta Antifouling 5976,2,10,Mercury Marine,Iluminação,2026-02-13,2026,2026-02,Sexta-Feira
8632,ecommerce,988,6,True,24493.78,2026-02-13,Loja Mendonça,PI,PJ,Campos Me,26049,206,5,253.79,1268.95,101,182.58,Defensa Náutica 3482,5,6,Garmin,Velas,2026-02-13,2026,2026-02,Sexta-Feira
8632,ecommerce,988,6,True,24493.78,2026-02-13,Loja Mendonça,PI,PJ,Campos Me,26050,935,8,286.64,2293.12,464,151.66,Gps Plotter 9584,4,9,Honda Marine,Acessórios De Convés,2026-02-13,2026,2026-02,Sexta-Feira
8632,ecommerce,988,6,True,24493.78,2026-02-13,Loja Mendonça,PI,PJ,Campos Me,26051,355,7,407.01,2849.07,176,246.67,Vela Mestra 1834,7,12,Lowrance,Manutenção,2026-02-13,2026,2026-02,Sexta-Feira
8633,ecommerce,541,6,True,7285.36,2026-01-20,Loja Mendonça,PI,PF,Benicio Vargas,26053,710,1,3513.13,3513.13,348,1973.67,Âncora Bruce 1231,1,1,Yamaha Marine,Equipamentos,2026-01-20,2026,2026-01,Terça-Feira
8635,ecommerce,64,2,True,19317.76,2024-01-13,Armazém Camargo,PR,PJ,Marques Ltda.,26057,731,8,2414.72,19317.76,359,1428.83,Hélice De Alumínio 8562,2,2,Mercury Marine,Cabos,2024-01-13,2024,2024-01,Sábado
8636,ecommerce,595,5,True,64855.68,2026-02-21,Loja Oliveira,AL,PF,Danilo Da Luz,26058,752,4,1997.91,7991.64,370,1331.94,Tinta Antifouling 5865,10,6,Maxsea,Velas,2026-02-21,2026,2026-02,Sábado
8636,ecommerce,595,5,True,64855.68,2026-02-21,Loja Oliveira,AL,PF,Danilo Da Luz,26059,836,10,3757.03,37570.3,413,1907.12,Cabo Náutico 5471,1,3,Yamaha Marine,Coletes Salva-Vidas,2026-02-21,2026,2026-02,Sábado
8636,ecommerce,595,5,True,64855.68,2026-02-21,Loja Oliveira,AL,PF,Danilo Da Luz,26060,830,6,2149.95,12899.7,411,1493.02,Motor De Popa 684,8,2,Simrad,Cabos,2026-02-21,2026,2026-02,Sábado
8636,ecommerce,595,5,True,64855.68,2026-02-21,Loja Oliveira,AL,PF,Danilo Da Luz,26061,633,4,1598.51,6394.04,310,757.59,Vela Mestra 8489,6,4,Raymarine,Motores,2026-02-21,2026,2026-02,Sábado
